Offer,Total Cost of Loan,Down Payment,Principle,Rate,Down Payment: Percent of Total Offer,Monthly Payment,25% Total Cost of Loan,30% Total Cost of Loan,25% of Total Monthly Payment,30% of Total Monthly Payment,25% of Down Payment,30% of Down Payment,Rent 1,Rent 2,Rent 3,25% Payment - 25% Rent 1,30% Payment - 30% Rent 1,25% Payment - 25% Rent 2,30% Payment - 30% Rent 2,25% Payment - 25% Rent 3,30% Payment - 30 % Rent 3
1025000,1019195.6173979177,375000,650000,0.065,0.36585365853658536,5662.197874432876,254798.90434947942,305758.6852193753,1415.549468608219,1698.659362329863,93750.0,112500.0,5000,6000,7000,1103.049468608219,1248.659362329863,1040.549468608219,1158.659362329863,978.0494686082191,1068.659362329863
1000000,1019195.6173979177,350000,650000,0.065,0.35,5662.197874432876,254798.90434947942,305758.6852193753,1415.549468608219,1698.659362329863,87500.0,105000.0,5000,6000,7000,1103.049468608219,1248.659362329863,1040.549468608219,1158.659362329863,978.0494686082191,1068.659362329863
975000,1019195.6173979177,325000,650000,0.065,0.3333333333333333,5662.197874432876,254798.90434947942,305758.6852193753,1415.549468608219,1698.659362329863,81250.0,97500.0,5000,6000,7000,1103.049468608219,1248.659362329863,1040.549468608219,1158.659362329863,978.0494686082191,1068.659362329863
950000,1019195.6173979177,300000,650000,0.065,0.3157894736842105,5662.197874432876,254798.90434947942,305758.6852193753,1415.549468608219,1698.659362329863,75000.0,90000.0,5000,6000,7000,1103.049468608219,1248.659362329863,1040.549468608219,1158.659362329863,978.0494686082191,1068.659362329863
1050000,1051629.076897337,400000,650000,0.07,0.38095238095238093,5842.383760540762,262907.2692243343,315488.7230692011,1460.5959401351904,1752.7151281622284,100000.0,120000.0,5000,6000,7000,1148.0959401351904,1302.7151281622284,1085.5959401351904,1212.7151281622284,1023.0959401351904,1122.7151281622284
1025000,1051629.076897337,375000,650000,0.07,0.36585365853658536,5842.383760540762,262907.2692243343,315488.7230692011,1460.5959401351904,1752.7151281622284,93750.0,112500.0,5000,6000,7000,1148.0959401351904,1302.7151281622284,1085.5959401351904,1212.7151281622284,1023.0959401351904,1122.7151281622284
1000000,1051629.076897337,350000,650000,0.07,0.35,5842.383760540762,262907.2692243343,315488.7230692011,1460.5959401351904,1752.7151281622284,87500.0,105000.0,5000,6000,7000,1148.0959401351904,1302.7151281622284,1085.5959401351904,1212.7151281622284,1023.0959401351904,1122.7151281622284
975000,1051629.076897337,325000,650000,0.07,0.3333333333333333,5842.383760540762,262907.2692243343,315488.7230692011,1460.5959401351904,1752.7151281622284,81250.0,97500.0,5000,6000,7000,1148.0959401351904,1302.7151281622284,1085.5959401351904,1212.7151281622284,1023.0959401351904,1122.7151281622284
950000,1051629.076897337,300000,650000,0.07,0.3157894736842105,5842.383760540762,262907.2692243343,315488.7230692011,1460.5959401351904,1752.7151281622284,75000.0,90000.0,5000,6000,7000,1148.0959401351904,1302.7151281622284,1085.5959401351904,1212.7151281622284,1023.0959401351904,1122.7151281622284
1050000,1084604.4612031952,400000,650000,0.075,0.38095238095238093,6025.580340017751,271151.1153007988,325381.33836095856,1506.3950850044378,1807.6741020053253,100000.0,120000.0,5000,6000,7000,1193.8950850044378,1357.6741020053253,1131.3950850044378,1267.6741020053253,1068.8950850044378,1177.6741020053253
1025000,1084604.4612031952,375000,650000,0.075,0.36585365853658536,6025.580340017751,271151.1153007988,325381.33836095856,1506.3950850044378,1807.6741020053253,93750.0,112500.0,5000,6000,7000,1193.8950850044378,1357.6741020053253,1131.3950850044378,1267.6741020053253,1068.8950850044378,1177.6741020053253
1000000,1084604.4612031952,350000,650000,0.075,0.35,6025.580340017751,271151.1153007988,325381.33836095856,1506.3950850044378,1807.6741020053253,87500.0,105000.0,5000,6000,7000,1193.8950850044378,1357.6741020053253,1131.3950850044378,1267.6741020053253,1068.8950850044378,1177.6741020053253
975000,1084604.4612031952,325000,650000,0.075,0.3333333333333333,6025.580340017751,271151.1153007988,325381.33836095856,1506.3950850044378,1807.6741020053253,81250.0,97500.0,5000,6000,7000,1193.8950850044378,1357.6741020053253,1131.3950850044378,1267.6741020053253,1068.8950850044378,1177.6741020053253
950000,1084604.4612031952,300000,650000,0.075,0.3157894736842105,6025.580340017751,271151.1153007988,325381.33836095856,1506.3950850044378,1807.6741020053253,75000.0,90000.0,5000,6000,7000,1193.8950850044378,1357.6741020053253,1131.3950850044378,1267.6741020053253,1068.8950850044378,1177.6741020053253
